school_term,title,college,level,crn,department
201620,Thesis,College of Liberal Arts,5398,22828,Creative Writing
201620,Directed Study in Geology,College of Science,6305,23416,Geology
201620,Graduate Projects,College of Health Sciences,5397,23945,Kinesiology
201620,Research in Geological Science,College of Science,4389,23971,Geology
201620,Graduate Research in Chemistry,College of Science,5196,22402,Chemistry
201620,Advanced Statistics,College of Liberal Arts,4317,23470,Psychology
201620,Acute Care Practicum,School of Nursing,4612,23484,Nursing
201620,Electro Mechanical Systems,College of Engineering,2342,23503,Mechanical Engineering
201620,Internship in Rehabilitation,College of Health Sciences,5990,24080,Rehabilitation Counseling
201620,Graduate Research,College of Science,6396,23010,Computational Science
201620,Dissertation,Engineer.Sci/Interdisciplinary,6398,24202,Materials Science & Engr.
201620,Organismal Biology Laboratory,College of Science,1108,27688,Biology
201620,Intermediate Algebra,Office of Academic Affairs,0311,27619,Mathematics
201620,Thesis,College of Engineering,5398,27760,Civil Engineering
201620,Doctoral Research,College of Engineering,6296,27776,Civil Engineering
201620,Doctoral Research,College of Engineering,6296,27782,Civil Engineering
201620,Special Focus Ensembles,College of Liberal Arts,1137,28451,Music Applied
201620,Geotechnical Engineering,College of Engineering,4348,28772,Civil Engineering
201620,Human Resource Mgmt (UTRGV),No College Designated,3362,28951,Management (UTRGV)
201620,Topics in Algebra,College of Science,5370,28963,Mathematics
201620,Undergraduate Research,Office of Academic Affairs,4033,26721,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26772,Research Course
201620,Dissertation,College of Health Sciences,6399,27177,College of Health Sciences
201620,Graphics Fdmtls in Engr Desgn,College of Engineering,1205,28493,Engineering Leadership
201620,Undergraduate Research,Office of Academic Affairs,4033,26961,Research Course
201620,Graduate Projects,College of Engineering,5396,26430,Mechanical Engineering
201620,Indiv Studies in Mathematics,College of Science,4399,26440,Mathematics
201620,French Three,College of Liberal Arts,2301,27046,French
201620,Geology for Engineers,College of Science,3321,27833,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26557,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26566,Research Course
201620,Thesis I,College of Engineering,5398,27457,Systems Engineering
201620,Undergraduate Research,Office of Academic Affairs,4033,26615,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26619,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,28815,Research Course
201620,MS Thesis,College of Science,5399,28816,Statistics
201620,Doctoral Research in Geol Sci,College of Science,6296,27344,Geology
201620,Current Topics in Management,College of Business Admin.,4399,28506,Management
201620,Honors Senior Thesis,Office of Academic Affairs,4395,22004,Honors
201620,Directed Study, Geology,College of Science,4166,22036,Geology
201620,History of Art I (C),College of Liberal Arts,1305,21528,Art History
201620,Thesis,College of Liberal Arts,5398,20950,Creative Writing
201620,Metals VI,College of Liberal Arts,4303,22088,Metals
201620,Graduate Research,College of Engineering,5394,20483,Computer Science
201620,Principles of Marketing,College of Business Admin.,3300,20993,Marketing
201620,Individual Instruction,College of Liberal Arts,3295,21607,Music Applied
201620,Individual Instruction,College of Liberal Arts,1290,21612,Music Applied
201620,Thesis,College of Science,5399,22124,Chemistry
201620,Dissertation,College of Engineering,6399,22160,Civil Engineering
201620,Organismal Biology,College of Science,1306,21647,Biology
201620,Independent Reading,College of Liberal Arts,5345,20038,History
201620,Thesis,College of Liberal Arts,5398,20044,History
201620,Aphasia and Related Disorders,College of Health Sciences,5360,21094,Speech & Language Pathology
201620,Graduate Research,College of Health Sciences,5379,20089,Kinesiology
201620,Individual Studies,College of Engineering,5391,20582,Civil Engineering
201620,Independent Research,College of Science,6690,20588,Biology
201620,Individual Instruction,College of Liberal Arts,3295,21742,Music Applied
201620,Independent Research,College of Science,6390,20644,Biology
201620,Independent Research,College of Science,6390,20645,Biology
201620,Independent Research,College of Science,6390,20648,Biology
201620,Directed Study, Geology,College of Science,4366,21204,Geology
201620,Fnd. of Hlth Sci. & Hlth Promo,College of Health Sciences,1301,21205,Health Sciences
201620,Methods and Indust. Ergonomics,College of Engineering,3477,21809,Industrial Engineering
201620,Thesis,College of Science,5398,20198,Chemistry
201620,Doctoral Research,College of Engineering,6394,21850,Computer Science
201620,Independent Research,College of Liberal Arts,4352,20760,Psychology
201620,Graduate Research,College of Engineering,5394,20791,Computer Science
201620,Teaching Elem. School Phy. Ed.,College of Health Sciences,4319,21391,Kinesiology
201620,Intrnship in Str Train & Cond,College of Health Sciences,4351,21395,Kinesiology
201620,Dissertation,College of Engineering,6398,21419,Civil Engineering
201620,Thesis,College of Science,5399,20388,Biology
201620,Thesis,College of Engineering,5399,20418,Electrical & Computer Eng.
201620,Introduction to Research,College of Science,4376,22000,Chemistry
201620,Research Applications,College of Liberal Arts,5385,24436,Psychology
201620,Doctoral Research,College of Engineering,6594,25052,Biomedical Engineering
201620,Spanish Phonetics & Phonology,College of Liberal Arts,3311,25588,Spanish
201620,Introduction to Research,College of Science,4376,25115,Chemistry
201620,Special Topic Computer Science,College of Engineering,5390,26272,Computer Science
201620,Acute Care Practicum,School of Nursing,4612,24529,Nursing
201620,Research in Health Science,College of Health Sciences,5389,25132,Dept of Rehab Sciences
201620,Thesis,College of Engineering,5398,25182,Electrical & Computer Eng.
201620,Graduate Research in Chemistry,College of Science,6196,25186,Chemistry
201620,Independent Research,College of Science,6590,25717,Biology
201620,Doctoral Research,College of Engineering,6494,25756,Biomedical Engineering
201620,Rhetoric & Composition I,College of Liberal Arts,1301,25253,Rhetoric and Writing Studies
201620,Graduate Projects,College of Health Sciences,5397,25792,Kinesiology
201620,Biling Soc Stud Ed/Prim Grades,College of Education,4309,25803,Bilingual Education
201620,Software Reverse Engineering,College of Engineering,5375,25826,Computer Science
201620,Cyber-Sec for Critical Op Tech,College of Engineering,5377,25828,Computer Science
201620,Research in Health Science,College of Health Sciences,5389,25855,Dept of Rehab Sciences
201620,Graduate Research,College of Engineering,6394,24753,Electrical & Computer Eng.
201620,Graduate Projects,College of Engineering,5396,24784,Computer Science
201620,Principles of Earth Sci - Lab,College of Science,1111,25934,Geology
201620,Graduate Seminar,College of Science,5195,25969,Computational Science
201620,Special Undergraduate Topics,College of Liberal Arts,3341,26005,Sociology
201620,Analysis of Derivatives,College of Business Admin.,4316,24896,Finance
201620,Pedagogical Issues in Spanish,College of Liberal Arts,3312,24908,Linguistics
201620,Independent Study,College of Health Sciences,5378,24948,Social Work
201620,Interm Spanish Two Non-Nat Spk,College of Liberal Arts,2302,25481,Spanish
201620,Statistical Methods,College of Liberal Arts,1303,25486,Psychology
201620,Undergraduate Research,Office of Academic Affairs,4033,26077,Research Course
201620,Purchasing & Supply Management,College of Business Admin.,4315,24978,Operations & Supply Chain Mgmt
201620,Graduate Research,College of Engineering,5294,25016,Biomedical Engineering
201620,Special Problems,College of Science,4198,25568,Biology
201620,Leadership in Complex Org.,College of Liberal Arts,5321,28721,Master of Leadshp St-Extension
201620,Directed Individual Study,College of Education,5365,28899,Educ. Psych. & Counseling
201620,Non-Thesis Project I,College of Liberal Arts,5396,27984,Sociology
201620,Curr Topics In Bilingual/ESL,College of Education,5330,28306,Bilingual Education
201620,Thesis,College of Liberal Arts,5398,28625,Creative Writing
201620,Jr/Sr Seminar/Women's Studies,College of Liberal Arts,4360,28504,Women's Studies
201620,American Gover & Politics (C),College of Liberal Arts,2311,28107,Political Science
201620,Leadership/Civic Participation,College of Liberal Arts,4357,28106,Political Science
201620,Dissertation,College of Health Sciences,6399,27175,College of Health Sciences
201620,Am. Fiction 1945 to Present,College of Liberal Arts,4319,27608,English
201620,Dissertation,College of Engineering,6398,24213,Computer Science
201620,Directed Individual Study,College of Education,6365,22500,Educational Administration
201620,Laboratory for CHEM 1306,College of Science,1106,23647,Chemistry
201620,Research Applications,College of Liberal Arts,5385,24347,Psychology
201620,Thesis,College of Liberal Arts,5396,24369,Psychology
201620,Graduate Recital I,College of Liberal Arts,5388,22600,Music General Courses
201620,Teaching Science in Sec School,College of Education,4368,23180,Secondary Education
201620,Graduate Research,Graduate Studies,5194,24306,Graduate Studies
201620,Coronary Intervention Programs,College of Health Sciences,4334,23203,Kinesiology
201620,Individual Studies,College of Engineering,5391,23716,Civil Engineering
201620,Independent Graduate Studies,College of Education,5396,23747,Teacher Education
201620,Graduate Ensemble,College of Liberal Arts,5101,22650,Music Applied
201620,Thesis,College of Science,5399,22653,Physics
201620,Personal Financial Planning,College of Business Admin.,3350,23763,Finance
201620,Resrch in Biological Sciences,College of Science,5502,23780,Biology
201620,Independent Study,College of Liberal Arts,5302,23290,Spanish
201620,Internship In Leadership I,College of Education,6350,22751,Educational Administration
201620,Theatre Practicum II,College of Liberal Arts,3110,22281,Theatre
201620,Independent Study,College of Liberal Arts,5390,22827,Creative Writing
201620,Responsive Classrm Assessment,College of Education,5334,23926,Educ. Psych. & Counseling
201620,Dissertation,College of Science,6399,22350,Chemistry
201620,General Chemistry (C),College of Science,1306,22359,Chemistry
201620,General Chemistry (C),College of Science,1306,22363,Chemistry
201620,Engr Probability & Stat Models,College of Engineering,3373,22847,Industrial Engineering
201620,Principles of Economics (C),College of Business Admin.,2304,23448,Economics
201620,Statistical Methods,College of Liberal Arts,1303,23464,Psychology
201620,Theatre Practicum VI,College of Liberal Arts,4113,23513,Theatre
201620,Intro to Linguistics (C),College of Liberal Arts,2320,24029,Anthropology
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,22959,Environmental Science & Engr.
201620,Seminar/Critical Inquiry (C),Office of Academic Affairs,1301,24108,University
201620,Graduate Research,College of Engineering,5694,23617,Civil Engineering
201620,Independent Study,College of Health Sciences,5358,24146,Public Health
201620,Beginning Basic Math,Office of Academic Affairs,M031,27612,Non-Course-Based Math
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,28522,Materials Science & Engr.
201620,University Chorus,College of Liberal Arts,1151,27707,Music Applied
201620,Undergrad Resrch Probs Physics,College of Science,4177,28891,Physics
201620,Graduate Research in Chemistry,College of Science,6196,28757,Chemistry
201620,Dissertation Preparation,College of Liberal Arts,6395,28680,Rhetoric and Writing Studies
201620,Thesis,College of Liberal Arts,5398,28342,Intel Nat'l Security Studies
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6394,29141,Materials Science & Engr.
